name,onIce_xGoalsPercentage,onIce_corsiPercentage,onIce_fenwickPercentage,I_F_xOnGoal,I_F_xGoals,I_F_shotsOnGoal,I_F_blockedShotAttempts,I_F_hits,I_F_takeaways,I_F_giveaways
A.J. Greer,0.43075,0.35550000000000004,0.37124999999999997,11.902000000000001,1.43775,11.875,5.0,22.95,2.55,3.7
Aaron Downey,0.22000000000000003,0.18,0.192,0.608,0.048,0.8,0.0,4.4,0.0,0.8
Aaron Ekblad,0.5234545454545454,0.5334545454545454,0.5309090909090909,61.42945454545454,3.8996363636363633,64.87272727272727,36.21818181818182,30.254545454545454,11.527272727272727,24.654545454545456
Aaron Gagnon,0.2745,0.3,0.27149999999999996,3.1900000000000004,0.35150000000000003,2.8,1.3,2.4,1.1,0.2
Aaron Johnson,0.475,0.46099999999999997,0.462,14.0375,0.751,13.45,8.25,22.85,4.05,6.2
Aaron MacKenzie,0.4,0.404,0.42000000000000004,0.524,0.128,1.2,1.2,2.4,0.4,0.0
Aaron Ness,0.3357142857142857,0.33228571428571424,0.3191428571428571,3.1622857142857144,0.17314285714285715,2.914285714285714,2.057142857142857,2.4,0.4,1.3142857142857143
Aaron Palushaj,0.3865,0.4255,0.3765,7.15,0.481,7.1,3.3,6.6,1.7,1.3
Aaron Rome,0.5096666666666666,0.5136666666666667,0.5256666666666666,11.791,0.5073333333333333,11.833333333333334,10.4,18.3,1.9333333333333333,4.866666666666666
Aaron Volpatti,0.3332,0.368,0.3404,5.38,0.4788,5.04,3.04,20.56,0.88,0.88
Aaron Voros,0.33066666666666666,0.366,0.35933333333333334,13.179333333333334,1.3093333333333335,13.466666666666667,3.2,24.4,1.6,1.4666666666666666
Aaron Ward,0.472,0.457,0.45899999999999996,18.796,0.669,18.2,18.6,63.9,3.4,9.0
Aatu Raty,0.369,0.45600000000000007,0.43200000000000005,5.198,0.316,6.0,2.6,14.4,1.0,1.8
Adam Almquist,0.5740000000000001,0.6060000000000001,0.61,0.608,0.072,0.8,0.4,0.4,0.0,0.0
Adam Beckman,0.42266666666666663,0.48200000000000004,0.444,3.9093333333333335,0.33999999999999997,3.466666666666667,1.8666666666666667,2.2666666666666666,0.6666666666666666,0.26666666666666666
Adam Boqvist,0.5,0.5713333333333334,0.5563333333333333,20.245,1.2163333333333335,20.166666666666668,15.333333333333334,8.933333333333334,3.3,8.5
Adam Brooks,0.44133333333333336,0.3993333333333334,0.4073333333333334,3.2520000000000002,0.46199999999999997,3.466666666666667,1.0666666666666667,3.3333333333333335,1.2,1.0666666666666667
Adam Burish,0.3954285714285714,0.3942857142857143,0.3705714285714286,18.893428571428572,1.719142857142857,19.02857142857143,4.885714285714286,17.2,3.085714285714286,2.4
Adam Clendening,0.34119999999999995,0.44439999999999996,0.4008,8.646799999999999,0.3292,8.36,6.48,4.24,1.44,4.56
Adam Cracknell,0.2915555555555555,0.36088888888888887,0.3308888888888889,11.14111111111111,0.9024444444444444,10.88888888888889,4.488888888888889,16.044444444444444,3.022222222222222,1.6888888888888889
Adam Edstrom,0.209,0.32999999999999996,0.24100000000000002,10.041,1.59,9.4,3.0,24.8,1.6,4.6
Adam Erne,0.40325,0.4,0.398,22.363999999999997,2.249,22.325,8.0,43.95,4.05,4.55
Adam Fantilli,0.48600000000000004,0.524,0.514,57.284000000000006,5.145,52.4,34.5,31.0,7.6,18.0
Adam Foote,0.434,0.4053333333333333,0.4086666666666667,9.448,0.3993333333333334,9.066666666666666,7.733333333333333,29.133333333333333,4.2,8.666666666666666
Adam Fox,0.5616666666666668,0.5623333333333334,0.5723333333333334,50.475,3.291333333333333,51.93333333333333,34.4,12.666666666666666,22.6,21.433333333333334
Adam Gaudette,0.39,0.42542857142857143,0.42,22.764,2.284,21.6,9.2,13.028571428571428,3.942857142857143,4.914285714285715
Adam Ginning,0.24333333333333332,0.3026666666666667,0.2793333333333334,0.8506666666666667,0.02266666666666667,0.8,1.3333333333333333,2.8,0.26666666666666666,0.9333333333333333
Adam Hall,0.40159999999999996,0.3308,0.3556,32.0444,3.144,33.12,7.28,36.96,6.48,3.36
Adam Henrique,0.4926666666666667,0.4926666666666667,0.49399999999999994,48.08586666666667,6.3568,47.38666666666666,14.946666666666667,22.506666666666668,11.866666666666667,9.853333333333333
Adam Johnson,0.198,0.187,0.191,1.1480000000000001,0.124,1.6,0.6,3.0,0.6,0.4
Adam Klapka,0.324,0.35300000000000004,0.34900000000000003,4.066000000000001,0.32599999999999996,4.0,1.4,13.2,0.6,0.8
Adam Larsson,0.4472857142857143,0.42957142857142855,0.424,33.17457142857143,1.4115714285714287,32.785714285714285,24.728571428571428,60.0,8.142857142857142,15.057142857142857
Adam Lowry,0.46,0.43854545454545457,0.43581818181818177,39.66818181818182,5.500181818181818,38.58181818181818,11.963636363636363,72.4,11.636363636363637,7.527272727272727
Adam Mair,0.48800000000000004,0.45866666666666667,0.452,25.96066666666667,2.4493333333333336,26.666666666666668,7.066666666666666,35.333333333333336,5.733333333333333,6.6
Adam McQuaid,0.408,0.37479999999999997,0.3668,15.3178,0.5132,16.06,14.82,39.68,2.48,6.44
Adam Pardy,0.45711111111111113,0.4168888888888889,0.4186666666666667,11.069111111111111,0.4673333333333334,11.044444444444444,9.222222222222221,18.666666666666668,3.8666666666666667,7.622222222222222
Adam Payerl,0.144,0.132,0.13999999999999999,1.544,0.092,1.6,0.0,2.4,0.0,0.0
Adam Pelech,0.4764,0.42560000000000003,0.442,30.696399999999997,1.3152000000000001,30.16,23.3,31.7,10.52,15.22
Adam Raska,0.24866666666666667,0.2006666666666667,0.194,0.7586666666666667,0.132,0.4,0.26666666666666666,5.333333333333333,0.26666666666666666,0.6666666666666666
Adam Ruzicka,0.394,0.45150000000000007,0.438,14.111,1.3335,13.5,6.8,6.4,2.4,3.3
Adam Wilsby,0.40800000000000003,0.39,0.396,12.608,0.6559999999999999,13.2,12.4,7.2,4.0,9.6
Adrian Aucoin,0.4388,0.46120000000000005,0.4464,39.7336,1.6247999999999998,38.56,28.52,37.16,8.0,7.84
Adrian Kempe,0.5146666666666667,0.528,0.5286666666666666,67.17377777777779,6.94511111111111,65.37777777777778,31.644444444444446,32.71111111111111,8.466666666666667,12.488888888888889
Aidan McDonough,0.336,0.358,0.344,2.1079999999999997,0.364,1.6,0.8,2.8,0.0,0.0
Akil Thomas,0.5549999999999999,0.514,0.5519999999999999,5.516,0.7,5.6,2.6,9.0,0.6,0.8
Akim Aliu,0.28700000000000003,0.348,0.33199999999999996,0.858,0.11400000000000002,1.0,0.6,2.2,0.2,0.6
Akito Hirose,0.45099999999999996,0.445,0.453,1.095,0.026000000000000002,0.8,0.4,1.8,0.2,1.0
Aku Raty,0.192,0.10400000000000001,0.11200000000000002,0.0,0.0,0.0,0.0,0.8,0.0,0.0
Alan Quine,0.38,0.3576,0.366,9.033999999999999,0.8964,9.92,3.92,10.56,2.24,2.52
Albert Johansson,0.33599999999999997,0.35,0.36,14.768,0.532,13.6,16.4,19.6,4.4,16.0
Alec Martinez,0.517625,0.493375,0.5001249999999999,30.909375,1.6642500000000002,30.025,25.8,25.9125,3.6,13.7
Alec Regula,0.264,0.31133333333333335,0.29533333333333334,2.5133333333333336,0.09066666666666667,2.8,3.2,3.7333333333333334,1.4666666666666666,2.933333333333333
Aleksander Barkov,0.5408333333333334,0.5541666666666667,0.551,66.76166666666667,8.265166666666667,68.75,19.833333333333332,17.316666666666666,21.016666666666666,15.266666666666667
Aleksi Heponiemi,0.29933333333333334,0.3173333333333333,0.31533333333333335,3.3646666666666665,0.45066666666666666,3.7333333333333334,0.5333333333333333,0.26666666666666666,1.3333333333333333,0.9333333333333333
Aleksi Saarela,0.5820000000000001,0.52,0.534,6.412000000000001,0.532,6.0,1.2,0.4,2.4,1.2
Ales Hemsky,0.5206000000000001,0.5332,0.5286,39.0348,3.9013999999999998,41.04,19.36,6.72,8.88,12.72
Ales Kotalik,0.49333333333333335,0.52,0.5126666666666667,57.147333333333336,4.571333333333333,58.93333333333333,22.666666666666668,36.666666666666664,7.2,8.4
Alex Barr-Boulet,0.40599999999999997,0.4026666666666667,0.3873333333333333,6.852666666666667,0.9206666666666667,6.266666666666667,1.7333333333333334,3.8666666666666667,2.1333333333333333,1.2
Alex Barre-Boulet,0.462,0.49399999999999994,0.48,8.247,0.952,8.2,3.4,3.6,1.6,1.4
Alex Belzile,0.386,0.45266666666666666,0.4453333333333333,7.016666666666667,0.5186666666666667,7.466666666666667,2.6666666666666665,6.133333333333334,1.6,2.533333333333333
Alex Biega,0.366,0.3755,0.3735,16.447,0.6115,16.775,10.35,31.175,1.55,5.0
Alex Broadhurst,0.264,0.458,0.27999999999999997,0.8480000000000001,0.11200000000000002,0.4,0.0,0.0,0.8,0.8
Alex Chiasson,0.5034545454545455,0.5125454545454545,0.5105454545454545,33.092727272727274,4.506363636363636,33.472727272727276,9.927272727272728,24.581818181818182,7.381818181818182,5.781818181818182
Alex DeBrincat,0.51,0.5475,0.5375,86.19975,9.665000000000001,86.025,41.0,25.175,17.0,16.9
Alex Formenton,0.3255,0.331,0.29700000000000004,19.8495,2.6845000000000003,20.5,5.6,13.6,5.9,3.7
Alex Friesen,0.176,0.22000000000000003,0.152,0.292,0.04,0.4,0.4,0.4,0.4,0.0
Alex Frolov,0.49800000000000005,0.51,0.512,59.522666666666666,7.564666666666667,58.0,17.933333333333334,19.4,12.333333333333334,16.133333333333333
Alex Galchenyuk,0.4707272727272727,0.5058181818181818,0.4838181818181818,46.492363636363635,5.122727272727273,46.163636363636364,18.163636363636364,19.145454545454545,7.1454545454545455,10.363636363636363
Alex Goligoski,0.51125,0.510875,0.510625,39.672375,2.091875,40.1,33.2625,29.0,5.25,19.4375
Alex Grant,0.227,0.312,0.281,1.192,0.079,1.2,1.8,1.6,0.2,0.0
Alex Henry,0.08,0.1,0.08,0.0,0.0,0.0,0.0,0.8,0.0,0.0
Alex Iafallo,0.499,0.50575,0.512,53.787,5.885,54.3,17.225,18.25,10.2,6.45
Alex Kerfoot,0.462,0.44000000000000006,0.43599999999999994,48.233999999999995,7.465999999999999,40.8,12.8,29.2,16.8,10.8
Alex Khokhlachev,0.14,0.3173333333333333,0.17733333333333334,0.84,0.060000000000000005,0.9333333333333333,0.5333333333333333,0.5333333333333333,0.13333333333333333,0.26666666666666666
Alex Killorn,0.5141538461538462,0.5187692307692308,0.5183076923076922,56.25261538461539,6.788153846153847,56.246153846153845,21.723076923076924,28.46153846153846,11.0,13.661538461538461
Alex Kovalev,0.533,0.5455,0.5425,56.35850000000001,6.2515,54.6,29.9,11.1,11.9,20.5
Alex Laferriere,0.52,0.552,0.542,68.66600000000001,6.606,57.9,30.2,42.8,6.6,12.4
Alex Newhook,0.4904,0.5004,0.4996,33.6484,4.114,32.92,17.6,16.96,6.48,7.52
Alex Nylander,0.49333333333333335,0.5126666666666666,0.5033333333333333,14.036,1.1313333333333333,14.466666666666667,4.666666666666667,5.466666666666667,4.133333333333334,3.466666666666667
Alex Ovechkin,0.5358823529411765,0.563764705882353,0.5529411764705883,136.26070588235294,13.817058823529413,129.71764705882353,74.72941176470589,73.94117647058823,13.611764705882353,21.24705882352941
Alex Petrovic,0.4535,0.465,0.46449999999999997,8.8735,0.298,9.1,7.05,26.65,1.3,4.2
Alex Pietrangelo,0.5141176470588236,0.5169411764705882,0.5169411764705882,59.42317647058824,3.2672941176470593,60.51764705882353,38.870588235294115,17.75294117647059,16.011764705882353,15.24705882352941
Alex Plante,0.18000000000000002,0.19666666666666668,0.196,1.1280000000000001,0.029333333333333333,1.2,0.4,2.1333333333333333,0.13333333333333333,0.5333333333333333
Alex Steeves,0.252,0.2475,0.2645,1.6629999999999998,0.176,1.3,0.2,2.9,0.6,0.0
Alex Tanguay,0.51875,0.50825,0.509,31.25025,4.1857500000000005,30.55,11.825,12.025,11.85,13.05
Alex Tuch,0.4935555555555556,0.5237777777777778,0.5262222222222223,61.81733333333333,7.268666666666666,57.93333333333333,19.355555555555554,23.044444444444444,18.42222222222222,12.28888888888889
Alex Turcotte,0.3545,0.4505,0.3735,11.512,1.448,10.1,3.8,4.8,1.9,4.1
Alex Vlasic,0.323,0.323,0.321,18.1365,0.7495,17.7,12.1,12.7,11.5,13.05
Alex Wennberg,0.465,0.4805,0.47700000000000004,35.7455,4.946,36.75,12.1,16.5,20.3,10.5
Alexander Alexeyev,0.23199999999999998,0.284,0.229,6.112,0.18,5.2,5.4,8.8,0.7,3.0
Alexander Barabanov,0.445,0.4875,0.477,32.327,4.203,31.0,12.15,12.7,9.45,8.85
Alexander Burmistrov,0.466,0.49266666666666664,0.4826666666666667,30.429333333333332,2.88,28.933333333333334,14.166666666666666,32.6,10.966666666666667,9.866666666666667
Alexander Chmelevski,0.18,0.192,0.20400000000000001,2.544,0.23199999999999998,3.2,0.4,2.8,0.8,0.0
Alexander Edler,0.5069333333333333,0.5033333333333333,0.5072,51.49733333333333,2.2549333333333332,52.92,39.72,40.306666666666665,7.533333333333333,16.16
Alexander Holtz,0.37350000000000005,0.4345,0.41050000000000003,24.174500000000002,2.279,21.7,10.5,9.4,2.1,6.1
Alexander Kerfoot,0.5011428571428571,0.49828571428571433,0.49428571428571433,38.830571428571425,5.22,38.885714285714286,13.057142857142857,18.428571428571427,11.742857142857142,14.857142857142858
Alexander Nikulin,0.246,0.346,0.306,0.26,0.016,0.4,0.4,0.0,0.0,0.0
Alexander Nylander,0.361,0.4645,0.43550000000000005,9.671000000000001,1.2494999999999998,9.4,3.7,1.4,1.0,1.8
Alexander Petrovic,0.3164,0.38079999999999997,0.36920000000000003,13.500399999999999,0.5356000000000001,13.2,9.84,29.76,3.36,7.16
Alexander Radulov,0.5448571428571428,0.578,0.5411428571428571,48.23,5.9791428571428575,47.8,20.2,17.857142857142858,11.057142857142857,14.542857142857143
Alexander Romanov,0.44520000000000004,0.44880000000000003,0.4508,36.99,1.28,37.72,36.56,67.16,8.24,24.08
Alexander Semin,0.59325,0.60725,0.599,73.807,6.600499999999999,67.375,41.8,9.075,19.7,16.9
Alexander Steen,0.5081666666666667,0.5178333333333334,0.5231666666666667,62.872166666666665,5.860166666666667,62.833333333333336,30.533333333333335,15.516666666666667,11.516666666666667,7.25
Alexander Sulzer,0.41133333333333333,0.484,0.42833333333333334,8.106333333333334,0.35733333333333334,8.033333333333333,6.6,5.433333333333334,1.3333333333333333,3.2
Alexander True,0.28,0.3186666666666667,0.25,3.003333333333333,0.294,3.3333333333333335,0.6666666666666666,6.533333333333333,0.6666666666666666,0.9333333333333333
Alexander Urbom,0.2785,0.29700000000000004,0.3055,2.899,0.11400000000000002,2.4,1.3,3.6,0.7,2.1
Alexander Vasyunov,0.23200000000000004,0.32599999999999996,0.34199999999999997,6.628,0.518,7.2,3.6,2.4,2.0,2.0
Alexander Volkov,0.275,0.28200000000000003,0.27199999999999996,7.99,0.9739999999999999,8.4,2.0,9.2,3.0,1.4
Alexander Wennberg,0.4997142857142858,0.5185714285714286,0.5182857142857143,31.879714285714286,3.7937142857142856,32.142857142857146,13.0,14.742857142857142,13.057142857142857,9.257142857142858
Alexander Yelesin,0.256,0.21600000000000003,0.22000000000000003,1.248,0.024,0.8,0.8,5.2,0.0,0.8
Alexandre Bolduc,0.22966666666666669,0.2313333333333333,0.24133333333333334,3.7843333333333335,0.286,4.2,0.5333333333333333,6.133333333333334,1.0,0.6
Alexandre Burrows,0.5012,0.5126,0.5104,57.783,6.650399999999999,59.26,18.54,30.3,14.14,7.5
Alexandre Carrier,0.4005714285714286,0.4022857142857143,0.3934285714285714,18.701714285714285,1.0397142857142858,18.428571428571427,11.82857142857143,17.02857142857143,4.9714285714285715,7.771428571428571
Alexandre Fortin,0.364,0.308,0.312,12.148,1.356,11.8,6.8,8.4,3.6,1.2
Alexandre Giroux,0.4465,0.501,0.4915,6.3885,0.7545,6.8,2.7,6.3,1.8,0.5
Alexandre Grenier,0.308,0.306,0.27599999999999997,2.109,0.231,2.0,0.6,1.6,0.6,0.6
Alexandre Picard,0.47,0.5186666666666667,0.48633333333333334,14.362,0.8613333333333333,15.0,9.666666666666666,15.6,2.933333333333333,6.933333333333334
Alexandre Texier,0.397,0.4153333333333334,0.4056666666666667,23.272,2.1623333333333337,22.833333333333332,11.933333333333334,10.4,5.4,4.0
Alexei Emelin,0.4411428571428571,0.4345714285714286,0.4205714285714286,24.418,0.8697142857142858,23.257142857142856,22.457142857142856,80.91428571428571,5.428571428571429,21.485714285714284
Alexei Ponikarovsky,0.5147999999999999,0.5468,0.544,54.99759999999999,5.9572,53.32,18.72,48.92,8.08,9.12
Alexei Semenov,0.612,0.5740000000000001,0.588,11.732,0.426,11.2,9.6,21.2,3.8,7.6
Alexei Toropchenko,0.34199999999999997,0.32199999999999995,0.33399999999999996,17.682000000000002,1.8519999999999999,17.2,2.8,27.6,2.0,2.0
Alexey Marchenko,0.434,0.385,0.4125,9.242,0.377,8.3,6.8,7.8,1.6,5.9
Alexey Toropchenko,0.44266666666666665,0.41333333333333333,0.42866666666666664,34.913333333333334,4.348666666666667,36.4,13.2,60.666666666666664,5.866666666666666,7.066666666666666
Alexis Lafreniere,0.502,0.537,0.539,35.554,3.7589999999999995,35.3,12.2,30.2,11.8,9.1
Alexis Lafrenire,0.5306666666666666,0.5619999999999999,0.5506666666666666,69.65599999999999,7.794,65.0,25.666666666666668,41.666666666666664,13.066666666666666,13.466666666666667
Aliaksei Protas,0.5155000000000001,0.487,0.49450000000000005,37.7855,4.6285,35.7,11.5,11.1,8.75,12.1
Anders Bjork,0.4166666666666667,0.42933333333333334,0.427,15.424666666666667,1.5966666666666667,14.666666666666666,8.4,9.166666666666666,6.266666666666667,4.533333333333333
Anders Eriksson,0.41,0.41600000000000004,0.404,3.664,0.154,2.4,4.0,7.6,1.2,2.4
Anders Lee,0.49015384615384616,0.5133846153846153,0.5075384615384616,63.17461538461539,9.116615384615386,63.6,13.723076923076922,42.90769230769231,7.415384615384616,10.153846153846153
Andre Benoit,0.4352,0.4188,0.4228,17.0924,0.8792,17.84,13.84,10.48,3.2,5.72
Andre Burakovsky,0.4747272727272727,0.5361818181818182,0.5232727272727273,41.94745454545455,3.9859999999999998,40.90909090909091,23.345454545454544,11.672727272727272,10.072727272727272,10.618181818181819
Andre Deveaux,0.31466666666666665,0.35333333333333333,0.33266666666666667,2.3253333333333335,0.2813333333333333,2.4,0.6666666666666666,8.133333333333333,0.26666666666666666,0.4
Andre Lee,0.39799999999999996,0.304,0.304,7.268000000000001,1.224,7.2,2.8,14.4,1.6,3.2
Andre Petersson,0.292,0.268,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Roy,0.43,0.466,0.49800000000000005,10.044,0.714,10.4,4.0,16.4,2.8,2.0
Andreas Athanasiou,0.4292,0.4622,0.4526,44.912,4.3664,42.38,17.08,8.84,8.7,8.64
Andreas Borgman,0.341,0.378,0.37,11.193999999999999,0.417,10.6,11.4,26.2,3.0,7.8
Andreas Englund,0.3702857142857143,0.3311428571428571,0.3442857142857143,5.950857142857143,0.20800000000000002,5.6571428571428575,5.314285714285714,25.771428571428572,1.4285714285714286,3.257142857142857
Andreas Engqvist,0.22599999999999998,0.292,0.29,1.4300000000000002,0.08,0.8,1.0,2.2,0.2,0.2
Andreas Johnsson,0.4956666666666667,0.5453333333333333,0.5346666666666666,26.680333333333333,3.2736666666666667,28.233333333333334,8.166666666666666,14.533333333333333,6.333333333333333,5.8
Andreas Lilja,0.3464,0.3604,0.3704,10.5776,0.3804,11.56,5.36,23.64,1.92,6.64
Andreas Martinsen,0.2545,0.322,0.253,16.393,1.2255,16.0,5.6,43.9,4.1,2.6
Andreas Nodl,0.43079999999999996,0.4316,0.3876,17.0524,1.7644,16.48,6.0,19.12,4.72,4.88
Andreas Thuresson,0.363,0.388,0.376,6.38,0.364,6.4,1.8,10.0,1.8,1.4
Andrei Chibisov,0.192,0.13999999999999999,0.148,0.3,0.08399999999999999,0.4,0.0,0.4,0.0,0.0
Andrei Kostitsyn,0.5305,0.5725,0.5519999999999999,61.5345,5.9094999999999995,59.65,28.2,45.35,8.4,14.4
Andrei Kuzmenko,0.51,0.554,0.5426666666666667,48.49066666666667,6.772666666666667,42.733333333333334,22.4,5.2,10.133333333333333,12.533333333333333
Andrei Loktionov,0.494,0.5436,0.5324,17.5524,1.7316,16.84,7.84,4.16,6.0,4.28
Andrei Markov,0.5226666666666666,0.5153333333333333,0.5073333333333334,37.80377777777778,2.4059999999999997,37.644444444444446,30.57777777777778,14.955555555555556,11.71111111111111,23.044444444444444
Andrei Mironov,0.124,0.154,0.15,1.08,0.052000000000000005,1.2,2.0,7.6,0.4,1.2
Andrei Svechnikov,0.6137142857142858,0.6437142857142858,0.6234285714285714,78.33685714285714,9.362285714285715,73.0,32.885714285714286,54.542857142857144,11.714285714285714,24.17142857142857
Andrej Meszaros,0.4522857142857143,0.4682857142857143,0.4634285714285714,35.36485714285714,1.9322857142857142,37.42857142857143,26.17142857142857,37.885714285714286,6.942857142857143,11.228571428571428
Andrej Nestrasil,0.5406666666666666,0.5286666666666666,0.5346666666666666,30.789333333333335,3.228666666666667,28.533333333333335,9.866666666666667,12.133333333333333,9.466666666666667,4.933333333333334
Andrej Sekera,0.4795714285714286,0.48300000000000004,0.4784285714285715,28.985,1.4087142857142858,30.2,28.185714285714287,17.7,9.1,15.857142857142858
Andrej Sustr,0.38849999999999996,0.3595,0.36524999999999996,15.786750000000001,0.616,16.65,10.85,8.85,3.55,8.3
Andrew Agozzino,0.28314285714285714,0.27114285714285713,0.29314285714285715,2.0488571428571425,0.20342857142857143,2.1714285714285713,0.8,4.0,0.4,0.6285714285714286
Andrew Alberts,0.37,0.40599999999999997,0.394,10.526666666666667,0.42366666666666664,10.2,12.166666666666666,41.4,4.733333333333333,9.6
Andrew Bodnarchuk,0.33799999999999997,0.309,0.306,2.126,0.075,1.8,4.4,9.2,0.6,1.2
Andrew Brunette,0.5205,0.5425,0.5429999999999999,41.38,6.615,43.65,7.4,10.3,6.5,10.5
Andrew Campbell,0.33666666666666667,0.34199999999999997,0.34400000000000003,4.850666666666667,0.20133333333333334,4.4,2.6666666666666665,9.933333333333334,0.4,0.9333333333333333
Andrew Cogliano,0.46925,0.44825,0.44662499999999994,45.381375000000006,4.69625,45.85,17.025,32.2875,9.5125,11.4875
Andrew Copp,0.46581818181818185,0.4578181818181818,0.43781818181818183,36.57818181818182,4.801454545454545,37.36363636363637,12.49090909090909,21.418181818181818,8.909090909090908,10.818181818181818
Andrew Crescenzi,0.052000000000000005,0.082,0.088,0.21200000000000002,0.032,0.0,0.0,1.6,0.4,0.0
Andrew Desjardins,0.5128571428571428,0.462,0.4834285714285715,24.07685714285714,2.25,25.114285714285714,11.2,33.48571428571429,7.6571428571428575,6.057142857142857
Andrew Ebbett,0.46799999999999997,0.47057142857142853,0.4665714285714285,15.168285714285714,1.5265714285714285,15.628571428571428,5.114285714285714,8.085714285714285,3.142857142857143,3.257142857142857
Andrew Ference,0.47675,0.45675,0.46175,26.10025,0.96775,25.925,20.35,32.35,2.925,11.25
Andrew Gordon,0.2384,0.258,0.2556,4.2904,0.306,3.68,1.84,4.64,0.72,0.88
Andrew Hutchinson,0.46799999999999997,0.462,0.466,12.161,0.41,11.9,6.6,2.2,0.4,2.8
Andrew Joudrey,0.144,0.132,0.176,0.316,0.004,0.4,0.0,0.0,0.0,0.0
Andrew Ladd,0.492,0.506,0.504,56.79030769230769,6.286769230769231,57.276923076923076,22.0,39.95384615384615,11.892307692307693,12.03076923076923
Andrew MacDonald,0.46236363636363637,0.44236363636363635,0.4487272727272727,22.387272727272727,1.1172727272727274,21.581818181818182,21.818181818181817,13.418181818181818,8.345454545454546,13.618181818181819
Andrew MacWilliam,0.16999999999999998,0.22400000000000003,0.186,1.848,0.064,2.0,2.4,14.0,0.8,1.6
Andrew Mangiapane,0.47750000000000004,0.4795,0.47800000000000004,42.97325,6.04225,41.725,17.85,23.975,11.475,10.3
Andrew Miller,0.373,0.457,0.36,3.4159999999999995,0.344,3.4,0.4,2.2,0.8,1.2
Andrew Murray,0.36840000000000006,0.3856,0.3896,17.824,1.5552000000000001,19.6,4.32,28.96,3.12,1.04
Andrew Peeke,0.38033333333333336,0.3476666666666667,0.3576666666666667,20.88266666666667,0.8036666666666666,19.433333333333334,15.833333333333334,39.8,4.266666666666667,11.533333333333333
Andrew Peters,0.261,0.376,0.29,4.492,0.25,5.0,1.2,7.8,0.0,2.0
Andrew Poturalski,0.28900000000000003,0.32649999999999996,0.3135,0.8425,0.0695,1.0,0.1,0.1,0.1,0.2
Andrew Shaw,0.5344,0.5512,0.5438000000000001,39.881600000000006,5.1014,40.54,14.44,42.12,7.02,6.76
Andrey Pedan,0.122,0.18,0.16599999999999998,4.747999999999999,0.12,4.4,4.0,16.0,0.0,2.0
Andrey Zubarev,0.388,0.47800000000000004,0.502,0.6,0.028000000000000004,0.8,0.8,5.8,0.8,0.0
Andy Andreoff,0.314,0.354,0.33125,8.86925,0.8567500000000001,8.375,3.7,15.7,1.55,1.85
Andy Greene,0.4788571428571429,0.4532857142857143,0.4614285714285714,31.792285714285715,1.4432857142857143,29.885714285714286,22.5,22.1,9.871428571428572,14.114285714285714
Andy Hilbert,0.373,0.45,0.418,31.782,2.3440000000000003,34.4,15.6,8.9,8.4,5.6
Andy McDonald,0.5544,0.5636,0.5664,50.695600000000006,5.624,51.8,15.24,9.84,7.56,8.08
Andy Miele,0.364,0.4633333333333333,0.3606666666666667,1.2406666666666666,0.10466666666666667,1.2666666666666666,0.6666666666666666,2.2666666666666666,0.26666666666666666,0.4
Andy Sutton,0.4025,0.3855,0.39,15.474,0.6525000000000001,16.8,9.1,39.8,5.05,13.8
Andy Welinski,0.3506666666666666,0.4186666666666667,0.384,8.018666666666666,0.2946666666666667,7.2,4.933333333333334,8.666666666666666,1.2,3.6
Andy Wozniewski,0.121,0.118,0.10500000000000001,0.134,0.002,0.2,0.8,0.2,0.0,0.4
Angus Crookshank,0.31,0.328,0.326,4.226,0.296,4.6,1.4,4.2,0.4,0.8
Anssi Salmela,0.4573333333333333,0.5053333333333333,0.49733333333333335,17.474,0.6913333333333334,18.6,10.266666666666667,16.266666666666666,3.933333333333333,5.866666666666666
Anthony Angello,0.3,0.32466666666666666,0.33399999999999996,2.872666666666667,0.19466666666666668,3.466666666666667,0.8,10.266666666666667,0.26666666666666666,0.13333333333333333
Anthony Beauvillier,0.5028888888888888,0.496,0.49266666666666664,51.95,5.725777777777778,52.422222222222224,17.42222222222222,29.22222222222222,10.444444444444445,12.377777777777778
Anthony Bitetto,0.4114285714285714,0.4325714285714286,0.39085714285714285,9.391428571428571,0.34114285714285714,9.028571428571428,5.828571428571428,22.857142857142858,2.0,4.171428571428572
Anthony Cirelli,0.5405,0.52,0.5225000000000001,44.22775,6.32225,42.6,14.75,22.925,14.625,8.425
Anthony Duclair,0.4843636363636364,0.5178181818181818,0.502,40.33509090909091,5.048363636363636,39.96363636363636,15.709090909090909,12.381818181818181,8.181818181818182,9.418181818181818
Anthony Greco,0.266,0.22400000000000003,0.2,1.066,0.144,1.4,0.2,0.2,0.0,0.2
Anthony Mantha,0.5342,0.5786,0.5754,45.7016,4.8202,45.34,16.54,19.62,7.9,12.02
Anthony Peluso,0.265,0.30733333333333335,0.272,4.750666666666667,0.5796666666666667,4.533333333333333,1.2,18.733333333333334,1.0666666666666667,1.4666666666666666
Anthony Richard,0.258,0.2752,0.2828,3.832,0.3992,3.2,0.64,4.64,0.64,0.76
Anthony Stewart,0.47866666666666663,0.4666666666666667,0.47400000000000003,35.532000000000004,3.7993333333333337,34.53333333333333,9.466666666666667,35.6,8.4,6.666666666666667
Antoine Roussel,0.4826,0.4632,0.4794,33.161,3.7574,30.96,11.26,35.94,6.94,8.66
