name,onIce_xGoalsPercentage,onIce_corsiPercentage,onIce_fenwickPercentage,I_F_xOnGoal,I_F_xGoals,I_F_shotsOnGoal,I_F_blockedShotAttempts,I_F_hits,I_F_takeaways,I_F_giveaways
A.J. Greer,0.495,0.45499999999999996,0.46625,28.8075,3.1412500000000003,28.625,12.5,56.875,6.125,9.25
Aaron Downey,0.55,0.45,0.48,1.52,0.12,2.0,0.0,11.0,0.0,2.0
Aaron Ekblad,0.5236363636363636,0.5363636363636364,0.5318181818181819,103.29181818181819,4.647272727272727,109.45454545454545,60.72727272727273,63.18181818181818,22.636363636363637,48.09090909090909
Aaron Gagnon,0.5875,0.525,0.53,7.74,0.7025,6.75,3.25,6.0,2.75,0.25
Aaron Johnson,0.51,0.5125,0.5175,29.4525,1.24,27.75,17.5,50.25,8.75,13.5
Aaron MacKenzie,0.58,0.55,0.58,1.31,0.32,3.0,3.0,6.0,1.0,0.0
Aaron Ness,0.49000000000000005,0.46714285714285714,0.4557142857142857,7.485714285714287,0.2557142857142857,7.0,5.0,5.714285714285714,0.8571428571428571,2.857142857142857
Aaron Palushaj,0.5125,0.53,0.5175,17.3325,1.1575,17.25,8.0,16.5,4.25,3.25
Aaron Rome,0.49499999999999994,0.49833333333333335,0.49499999999999994,25.11666666666667,0.9199999999999999,24.666666666666668,24.333333333333332,44.333333333333336,4.5,10.5
Aaron Volpatti,0.47400000000000003,0.45,0.48,13.197999999999999,1.1640000000000001,12.4,7.6,51.2,2.2,2.0
Aaron Voros,0.44333333333333336,0.48666666666666664,0.48333333333333334,27.3,2.4033333333333333,27.333333333333332,7.333333333333333,59.0,3.6666666666666665,3.3333333333333335
Aaron Ward,0.46499999999999997,0.48,0.485,40.84,1.33,38.0,43.0,136.0,8.5,18.5
Aatu Raty,0.44499999999999995,0.5,0.495,11.935,0.73,14.0,6.5,35.5,2.5,4.5
Adam Almquist,0.43,0.5,0.51,1.52,0.18,2.0,1.0,1.0,0.0,0.0
Adam Beckman,0.4033333333333333,0.45999999999999996,0.4566666666666667,9.773333333333333,0.85,8.666666666666666,4.333333333333333,5.666666666666667,1.3333333333333333,0.3333333333333333
Adam Boqvist,0.46166666666666667,0.48500000000000004,0.47833333333333333,36.214999999999996,1.9183333333333332,35.333333333333336,27.5,20.833333333333332,7.666666666666667,19.5
Adam Brooks,0.51,0.48333333333333334,0.48,7.423333333333333,0.9166666666666666,8.0,2.6666666666666665,8.333333333333334,3.0,2.3333333333333335
Adam Burish,0.48,0.4714285714285714,0.4785714285714286,43.707142857142856,3.8442857142857143,44.142857142857146,11.142857142857142,42.285714285714285,6.0,5.428571428571429
Adam Clendening,0.43,0.48600000000000004,0.48,19.252000000000002,0.5900000000000001,19.2,13.2,10.2,3.0,10.2
Adam Cracknell,0.42666666666666664,0.49,0.47888888888888886,26.42111111111111,2.0844444444444443,25.555555555555557,10.777777777777779,39.666666666666664,7.333333333333333,3.7777777777777777
Adam Edstrom,0.41000000000000003,0.41000000000000003,0.38,24.735,3.965,23.0,7.5,62.0,4.0,11.5
Adam Erne,0.48125,0.4675,0.4675,51.54875,4.9025,50.5,19.75,108.125,9.0,10.875
Adam Fantilli,0.43,0.46499999999999997,0.455,103.975,8.045,92.5,65.0,76.0,17.5,39.0
Adam Foote,0.47333333333333333,0.43333333333333335,0.44,22.52333333333333,0.9633333333333333,21.0,17.333333333333332,55.666666666666664,7.0,18.0
Adam Fox,0.5333333333333333,0.5233333333333333,0.53,86.47000000000001,4.588333333333334,86.5,58.833333333333336,26.5,44.666666666666664,41.5
Adam Gaudette,0.48999999999999994,0.49714285714285716,0.4928571428571429,46.46999999999999,4.632857142857143,44.714285714285715,20.0,32.285714285714285,9.428571428571429,10.142857142857142
Adam Ginning,0.4466666666666667,0.5666666666666667,0.5066666666666667,2.1266666666666665,0.05666666666666667,2.0,3.3333333333333335,6.333333333333333,0.6666666666666666,2.0
Adam Hall,0.48200000000000004,0.45,0.46799999999999997,72.904,6.540000000000001,74.6,17.0,88.8,11.2,6.4
Adam Henrique,0.5246666666666667,0.492,0.4966666666666667,86.18066666666667,9.731333333333334,84.73333333333333,29.0,50.2,21.8,18.933333333333334
Adam Johnson,0.51,0.47,0.48,2.87,0.31,4.0,1.5,7.5,1.5,1.0
Adam Klapka,0.31,0.38,0.37,10.165000000000001,0.815,10.0,3.5,33.0,1.5,1.5
Adam Larsson,0.4985714285714286,0.5007142857142857,0.4985714285714286,76.57714285714285,2.8957142857142855,74.85714285714286,58.5,135.21428571428572,17.642857142857142,32.57142857142857
Adam Lowry,0.5163636363636364,0.5036363636363637,0.5036363636363637,83.81272727272727,10.487272727272726,81.18181818181819,28.0,170.8181818181818,23.181818181818183,15.0
Adam Mair,0.48666666666666664,0.48333333333333334,0.48333333333333334,63.99,5.93,66.0,17.666666666666668,87.66666666666667,13.666666666666666,15.666666666666666
Adam McQuaid,0.504,0.5,0.495,37.231,1.167,39.0,36.2,92.3,5.2,14.8
Adam Pardy,0.49666666666666676,0.5122222222222222,0.508888888888889,26.22888888888889,1.0577777777777777,26.22222222222222,22.11111111111111,43.77777777777778,8.555555555555555,16.555555555555557
Adam Payerl,0.36,0.33,0.35,3.86,0.23,4.0,0.0,6.0,0.0,0.0
Adam Pelech,0.504,0.489,0.48900000000000005,71.088,2.789,69.1,56.2,71.8,22.7,32.5
Adam Raska,0.6266666666666666,0.5033333333333333,0.49000000000000005,1.8966666666666667,0.33,1.0,0.6666666666666666,13.333333333333334,0.6666666666666666,1.6666666666666667
Adam Ruzicka,0.49,0.5225,0.5125,29.567500000000003,2.7375,28.5,13.0,15.5,6.0,7.75
Adam Wilsby,0.57,0.52,0.5,28.35,1.22,30.0,31.0,18.0,9.0,21.0
Adrian Aucoin,0.5,0.518,0.5,72.52000000000001,2.294,71.0,55.2,73.8,13.8,16.2
Adrian Kempe,0.51,0.5244444444444444,0.5211111111111112,113.91111111111111,10.341111111111111,111.55555555555556,54.333333333333336,73.22222222222223,16.444444444444443,23.666666666666668
Aidan McDonough,0.34,0.4,0.36,5.27,0.91,4.0,2.0,7.0,0.0,0.0
Akil Thomas,0.535,0.495,0.505,13.790000000000001,1.75,14.0,6.5,22.5,1.5,2.0
Akim Aliu,0.4,0.425,0.385,2.145,0.28500000000000003,2.5,1.5,5.5,0.5,1.5
Akito Hirose,0.395,0.405,0.43,1.715,0.045,1.0,1.0,4.5,0.5,2.5
Aku Raty,0.48,0.26,0.28,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Alan Quine,0.466,0.47400000000000003,0.454,20.238,1.846,22.2,9.6,26.2,5.0,6.2
Albert Johansson,0.47,0.48,0.48,36.92,1.33,34.0,41.0,46.0,10.0,39.0
Alec Martinez,0.538125,0.52125,0.525625,55.74,2.61,53.125,49.3125,56.375,7.25,28.3125
Alec Regula,0.31666666666666665,0.37000000000000005,0.3466666666666667,5.343333333333334,0.19333333333333336,5.666666666666667,6.333333333333333,9.0,3.3333333333333335,6.666666666666667
Aleksander Barkov,0.5425,0.5408333333333334,0.54,109.05083333333334,11.303333333333333,113.25,33.083333333333336,37.0,40.416666666666664,27.166666666666668
Aleksi Heponiemi,0.44,0.47666666666666674,0.47666666666666674,7.633333333333333,1.0033333333333334,8.666666666666666,1.3333333333333333,0.6666666666666666,3.0,2.0
Aleksi Saarela,0.5,0.46,0.49,14.6,1.3,13.0,3.0,1.0,6.0,3.0
Ales Hemsky,0.492,0.5,0.496,76.94200000000001,6.720000000000001,81.8,37.9,15.2,19.1,22.8
Ales Kotalik,0.49,0.5166666666666667,0.5133333333333333,103.92,6.960000000000001,108.66666666666667,35.0,82.66666666666667,16.0,15.0
Alex Barr-Boulet,0.43,0.4266666666666667,0.39999999999999997,13.616666666666667,1.6300000000000001,12.333333333333334,4.0,9.666666666666666,5.333333333333333,2.0
Alex Barre-Boulet,0.51,0.5,0.49,12.82,1.56,12.5,6.5,9.0,3.0,2.5
Alex Belzile,0.41,0.49333333333333335,0.48,15.973333333333334,1.2133333333333332,16.333333333333332,6.666666666666667,14.666666666666666,3.6666666666666665,5.666666666666667
Alex Biega,0.44625,0.47125,0.4675,39.37375,1.4375,40.25,25.375,72.5,3.5,12.0
Alex Broadhurst,0.66,0.64,0.7,2.12,0.28,1.0,0.0,0.0,2.0,1.0
Alex Chiasson,0.4518181818181818,0.47,0.45999999999999996,57.66727272727273,5.982727272727273,58.36363636363637,21.818181818181817,57.90909090909091,16.272727272727273,12.454545454545455
Alex DeBrincat,0.485,0.49624999999999997,0.49124999999999996,148.61875,12.77875,149.125,71.0,57.25,37.125,33.0
Alex Formenton,0.3775,0.40249999999999997,0.4,40.1025,4.885,42.25,12.0,32.75,10.0,7.0
Alex Friesen,0.44,0.55,0.38,0.73,0.1,1.0,1.0,1.0,1.0,0.0
Alex Frolov,0.5333333333333333,0.5133333333333333,0.5233333333333333,101.36333333333334,11.453333333333333,98.0,31.0,40.333333333333336,22.0,26.0
Alex Galchenyuk,0.4881818181818182,0.4818181818181818,0.4818181818181818,82.82545454545455,8.077272727272726,82.0,33.36363636363637,46.27272727272727,16.181818181818183,21.09090909090909
Alex Goligoski,0.505,0.508125,0.51,74.88875,2.9175,76.0,61.25,62.9375,10.25,37.8125
Alex Grant,0.535,0.525,0.505,2.63,0.195,2.5,4.0,4.0,0.5,0.0
Alex Henry,0.2,0.25,0.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Alex Iafallo,0.50625,0.515,0.525,101.225,9.72125,101.0,35.75,43.625,20.25,13.25
Alex Kerfoot,0.48,0.48,0.47,86.8,10.99,70.0,28.0,62.0,29.0,24.0
Alex Khokhlachev,0.35000000000000003,0.45333333333333337,0.44333333333333336,2.1,0.15,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666
Alex Killorn,0.5084615384615385,0.52,0.5138461538461538,104.83538461538463,10.287692307692309,103.07692307692308,45.15384615384615,64.53846153846153,20.307692307692307,26.615384615384617
Alex Kovalev,0.4875,0.5,0.495,94.6525,9.2325,92.0,48.0,22.25,23.0,39.0
Alex Laferriere,0.54,0.53,0.535,149.825,14.19,123.5,67.5,104.5,16.0,29.0
Alex Newhook,0.522,0.49799999999999994,0.502,66.838,7.764,65.8,36.8,41.0,15.6,16.0
Alex Nylander,0.5333333333333333,0.5266666666666667,0.5166666666666667,31.99,2.5700000000000003,33.333333333333336,11.333333333333334,13.0,9.666666666666666,8.666666666666666
Alex Ovechkin,0.49764705882352944,0.5082352941176471,0.5052941176470588,204.63058823529414,17.351176470588236,196.1764705882353,113.70588235294117,171.0,24.823529411764707,40.35294117647059
Alex Petrovic,0.445,0.4775,0.4675,21.689999999999998,0.715,22.25,16.0,63.75,3.0,9.25
Alex Pietrangelo,0.5129411764705882,0.5188235294117647,0.5205882352941176,105.48117647058824,4.133529411764705,107.52941176470588,70.88235294117646,36.529411764705884,29.529411764705884,29.176470588235293
Alex Plante,0.45333333333333337,0.47000000000000003,0.4633333333333333,2.8200000000000003,0.07333333333333333,3.0,1.0,5.333333333333333,0.3333333333333333,1.3333333333333333
Alex Steeves,0.5,0.4875,0.5325,4.1575,0.44,3.25,0.5,7.0,1.5,0.0
Alex Tanguay,0.4775,0.46749999999999997,0.46749999999999997,55.07375,6.61125,53.875,19.625,25.375,23.5,24.0
Alex Tuch,0.5255555555555556,0.5222222222222223,0.5222222222222223,114.86111111111111,10.75,108.88888888888889,39.888888888888886,51.77777777777778,37.888888888888886,25.11111111111111
Alex Turcotte,0.5225,0.535,0.5575,26.7225,3.5300000000000002,23.5,8.25,11.75,4.75,8.75
Alex Vlasic,0.47,0.4275,0.4425,37.7025,1.4175,35.5,27.25,27.75,24.25,28.5
Alex Wennberg,0.485,0.515,0.5125,61.652499999999996,6.665,64.0,24.25,37.75,37.75,20.75
Alexander Alexeyev,0.5475,0.4525,0.495,15.280000000000001,0.45,13.0,13.5,21.75,1.75,7.5
Alexander Barabanov,0.475,0.47000000000000003,0.46499999999999997,63.947500000000005,8.11,61.5,21.75,29.75,22.25,19.0
Alexander Burmistrov,0.445,0.4816666666666667,0.4766666666666666,65.075,5.62,61.333333333333336,31.833333333333332,71.83333333333333,23.333333333333332,21.0
Alexander Chmelevski,0.45,0.48,0.51,6.36,0.58,8.0,1.0,7.0,2.0,0.0
Alexander Edler,0.492,0.5006666666666667,0.5086666666666667,89.074,2.836,90.26666666666667,64.53333333333333,87.8,13.4,30.466666666666665
Alexander Holtz,0.4325,0.45999999999999996,0.4475,52.2475,4.825,48.0,18.75,23.25,5.0,13.5
Alexander Kerfoot,0.5171428571428571,0.51,0.51,81.6557142857143,9.819999999999999,81.85714285714286,28.142857142857142,42.714285714285715,25.714285714285715,32.0
Alexander Nikulin,0.06,0.33,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Alexander Nylander,0.4375,0.525,0.495,17.9925,1.9775,17.0,8.0,3.5,2.5,3.75
Alexander Petrovic,0.41400000000000003,0.49399999999999994,0.48,32.712,1.1480000000000001,31.6,24.0,72.2,7.8,16.2
Alexander Radulov,0.5571428571428572,0.5271428571428571,0.5371428571428571,88.91714285714286,9.778571428571428,86.85714285714286,38.57142857142857,42.285714285714285,26.0,28.571428571428573
Alexander Romanov,0.48600000000000004,0.488,0.488,88.388,3.036,90.2,89.2,155.2,17.4,52.2
Alexander Semin,0.5325,0.54125,0.54,137.38125,10.4025,126.0,74.125,18.5,39.5,32.125
Alexander Steen,0.5291666666666667,0.5291666666666667,0.5333333333333333,110.37,9.195833333333335,109.16666666666667,45.666666666666664,34.25,21.666666666666668,12.416666666666666
Alexander Sulzer,0.44333333333333336,0.5033333333333333,0.47833333333333333,16.87,0.745,16.0,15.166666666666666,12.333333333333334,3.0,7.666666666666667
Alexander True,0.51,0.4666666666666666,0.4566666666666667,7.233333333333333,0.6966666666666667,8.0,1.6666666666666667,16.0,1.6666666666666667,2.3333333333333335
Alexander Urbom,0.44999999999999996,0.47,0.4875,6.9625,0.26,5.5,3.25,8.0,1.25,4.75
Alexander Vasyunov,0.52,0.57,0.56,15.82,1.27,17.0,9.0,6.0,5.0,5.0
Alexander Volkov,0.42000000000000004,0.46499999999999997,0.44,18.865,2.335,20.5,5.0,22.5,7.0,3.5
Alexander Wennberg,0.4942857142857143,0.5014285714285714,0.5014285714285714,54.06,5.555714285714286,55.0,22.571428571428573,33.57142857142857,26.571428571428573,18.571428571428573
Alexander Yelesin,0.64,0.54,0.55,3.12,0.06,2.0,2.0,13.0,0.0,2.0
Alexandre Bolduc,0.4633333333333334,0.4466666666666667,0.4533333333333333,9.111666666666666,0.6966666666666667,10.166666666666666,1.3333333333333333,14.5,2.1666666666666665,1.5
Alexandre Burrows,0.522,0.529,0.527,115.44800000000001,11.385,118.5,39.3,69.8,27.5,14.6
Alexandre Carrier,0.5071428571428572,0.5042857142857142,0.5085714285714286,41.720000000000006,2.1271428571428572,40.142857142857146,27.0,37.857142857142854,10.857142857142858,17.714285714285715
Alexandre Fortin,0.46,0.52,0.52,28.1,2.56,27.0,17.0,21.0,8.0,3.0
Alexandre Giroux,0.5175,0.5125,0.5075000000000001,12.3675,1.395,13.5,6.0,15.5,4.5,1.0
Alexandre Grenier,0.55,0.56,0.5,4.8999999999999995,0.53,5.0,1.5,4.0,1.5,1.5
Alexandre Picard,0.56,0.5416666666666666,0.5416666666666666,26.031666666666666,1.3416666666666666,27.333333333333332,19.166666666666668,36.166666666666664,5.666666666666667,15.666666666666666
Alexandre Texier,0.45166666666666666,0.465,0.45999999999999996,49.91166666666667,4.1066666666666665,50.5,27.666666666666668,25.0,12.166666666666666,9.166666666666666
Alexei Emelin,0.48714285714285716,0.4857142857142857,0.4842857142857143,55.23714285714285,1.7957142857142858,51.57142857142857,52.0,177.71428571428572,10.285714285714286,44.857142857142854
Alexei Ponikarovsky,0.5640000000000001,0.5519999999999999,0.5519999999999999,114.744,11.236,112.8,40.6,112.0,18.0,18.2
Alexei Semenov,0.51,0.53,0.53,26.66,0.76,27.0,22.0,51.0,9.0,19.0
Alexei Toropchenko,0.47,0.42,0.44,43.53,4.61,42.0,7.0,69.0,5.0,5.0
Alexey Marchenko,0.5025,0.515,0.5025,22.660000000000004,0.925,20.0,16.75,15.75,3.75,11.75
Alexey Toropchenko,0.4533333333333333,0.4366666666666667,0.44333333333333336,79.41666666666667,9.646666666666667,83.0,32.333333333333336,149.33333333333334,13.0,16.666666666666668
Alexis Lafreniere,0.48,0.475,0.475,75.63,7.795,76.5,26.5,74.0,27.5,17.5
Alexis Lafrenire,0.5033333333333333,0.54,0.5266666666666667,144.79,14.396666666666667,135.0,56.0,102.0,31.333333333333332,28.333333333333332
Aliaksei Protas,0.5225,0.52,0.525,84.4525,9.18,78.75,27.0,27.0,19.0,27.5
Anders Bjork,0.48666666666666664,0.49,0.4916666666666667,34.36333333333334,3.3983333333333334,32.333333333333336,20.0,21.666666666666668,13.166666666666666,11.166666666666666
Anders Eriksson,0.49,0.46,0.46,8.2,0.38,5.0,9.0,19.0,3.0,4.0
Anders Lee,0.5123076923076924,0.5153846153846154,0.5138461538461538,118.97384615384615,14.254615384615384,119.3076923076923,29.846153846153847,101.38461538461539,17.153846153846153,21.692307692307693
Andre Benoit,0.45200000000000007,0.43600000000000005,0.446,30.944,1.3199999999999998,31.6,28.6,21.6,6.6,11.8
Andre Burakovsky,0.4945454545454545,0.5227272727272727,0.5145454545454545,85.57636363636362,7.5636363636363635,83.63636363636364,48.45454545454545,28.545454545454547,23.181818181818183,22.636363636363637
Andre Deveaux,0.35000000000000003,0.44333333333333336,0.4066666666666667,5.263333333333333,0.42999999999999994,5.333333333333333,1.6666666666666667,20.333333333333332,0.6666666666666666,1.0
Andre Lee,0.58,0.51,0.51,18.17,3.06,18.0,7.0,36.0,4.0,8.0
Andre Petersson,0.73,0.67,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Roy,0.46,0.54,0.49,24.4,1.75,26.0,10.0,41.0,7.0,5.0
Andreas Athanasiou,0.438,0.45099999999999996,0.45599999999999996,89.74,8.038,85.8,32.9,19.9,19.2,17.6
Andreas Borgman,0.52,0.515,0.49,26.945,0.975,25.5,28.0,65.0,7.5,19.5
Andreas Englund,0.4642857142857143,0.46714285714285714,0.4628571428571429,14.69,0.5128571428571428,13.857142857142858,13.285714285714286,60.714285714285715,3.4285714285714284,7.714285714285714
Andreas Engqvist,0.395,0.46499999999999997,0.45,3.575,0.2,2.0,2.5,5.5,0.5,0.0
Andreas Johnsson,0.5233333333333333,0.5316666666666666,0.5183333333333333,56.718333333333334,6.044999999999999,59.333333333333336,17.5,33.5,15.166666666666666,12.666666666666666
Andreas Lilja,0.45199999999999996,0.476,0.47400000000000003,25.064,0.8560000000000001,27.2,13.2,49.2,2.8,15.0
Andreas Martinsen,0.43000000000000005,0.4625,0.455,39.277499999999996,2.9325,38.0,13.0,107.75,9.0,6.25
Andreas Nodl,0.504,0.508,0.502,39.71,3.752,38.2,13.4,46.0,10.8,11.4
Andreas Thuresson,0.49,0.53,0.52,15.405,0.8999999999999999,16.0,4.5,24.5,4.5,3.0
Andrei Chibisov,0.48,0.35,0.37,0.75,0.21,1.0,0.0,1.0,0.0,0.0
Andrei Kostitsyn,0.4675,0.4875,0.4825,120.7925,9.5775,120.75,59.5,106.0,19.0,32.25
Andrei Kuzmenko,0.5166666666666667,0.5266666666666667,0.5166666666666667,81.95666666666666,9.1,70.33333333333333,44.0,12.333333333333334,24.0,27.666666666666668
Andrei Loktionov,0.48600000000000004,0.554,0.53,36.854,3.286,35.2,17.0,10.4,14.2,9.4
Andrei Markov,0.49666666666666665,0.5077777777777778,0.49666666666666665,56.361111111111114,2.23,55.666666666666664,47.888888888888886,28.77777777777778,18.22222222222222,43.333333333333336
Andrei Mironov,0.37,0.42,0.4,2.7,0.13,3.0,5.0,16.0,1.0,3.0
Andrei Svechnikov,0.5642857142857143,0.5742857142857142,0.5642857142857143,135.94285714285715,13.967142857142857,127.85714285714286,57.0,130.0,26.142857142857142,48.285714285714285
Andrej Meszaros,0.4614285714285714,0.45999999999999996,0.45999999999999996,60.771428571428565,2.6214285714285714,64.0,50.0,77.71428571428571,12.0,21.571428571428573
Andrej Nestrasil,0.5333333333333333,0.54,0.54,65.91,6.1433333333333335,62.333333333333336,23.0,29.0,22.666666666666668,11.333333333333334
Andrej Sekera,0.49000000000000005,0.4957142857142857,0.4921428571428571,53.12071428571429,2.202857142857143,54.92857142857143,53.214285714285715,38.285714285714285,17.142857142857142,32.5
Andrej Sustr,0.47000000000000003,0.47875,0.475,38.36625,1.46625,40.375,27.0,20.375,7.5,18.25
Andrew Agozzino,0.4785714285714286,0.4742857142857143,0.5,4.45,0.4642857142857143,4.857142857142857,1.8571428571428572,9.857142857142858,0.8571428571428571,1.5714285714285714
Andrew Alberts,0.435,0.48,0.465,25.236666666666668,0.9783333333333334,24.333333333333332,28.833333333333332,91.66666666666667,8.666666666666666,20.666666666666668
Andrew Bodnarchuk,0.44,0.43,0.41000000000000003,5.15,0.18,4.5,11.0,22.5,1.5,3.0
Andrew Brunette,0.4975,0.4925,0.4925,70.065,8.9275,72.75,15.75,24.0,14.5,18.5
Andrew Campbell,0.4466666666666667,0.4633333333333333,0.47000000000000003,11.503333333333332,0.47333333333333333,10.666666666666666,6.333333333333333,23.0,0.3333333333333333,2.3333333333333335
Andrew Cogliano,0.49125,0.495,0.495,96.76375,8.803125,97.75,38.3125,77.375,18.25,25.0
Andrew Copp,0.4918181818181818,0.49272727272727274,0.4981818181818182,72.30363636363637,8.092727272727272,74.63636363636364,26.0,50.81818181818182,17.545454545454547,22.0
Andrew Crescenzi,0.17,0.23,0.24,0.53,0.08,0.0,0.0,4.0,1.0,0.0
Andrew Desjardins,0.4957142857142857,0.4942857142857143,0.5042857142857143,55.629999999999995,4.911428571428572,58.142857142857146,26.285714285714285,82.42857142857143,16.285714285714285,14.285714285714286
Andrew Ebbett,0.4585714285714286,0.48142857142857143,0.4785714285714286,32.10142857142857,2.9814285714285718,32.714285714285715,11.142857142857142,19.0,7.0,7.428571428571429
Andrew Ference,0.46375,0.48,0.47375,55.128750000000004,1.88125,53.375,44.625,68.0,5.625,23.75
Andrew Gordon,0.388,0.45,0.44000000000000006,9.772,0.65,8.6,4.4,11.0,0.6,2.0
Andrew Hutchinson,0.5549999999999999,0.5,0.53,25.975,0.875,26.5,14.5,5.5,1.0,6.5
Andrew Joudrey,0.36,0.33,0.44,0.79,0.01,1.0,0.0,0.0,0.0,0.0
Andrew Ladd,0.51,0.5107692307692309,0.5069230769230769,109.60538461538461,10.44076923076923,111.92307692307692,44.23076923076923,88.46153846153847,23.153846153846153,22.846153846153847
Andrew MacDonald,0.49272727272727274,0.4772727272727273,0.4818181818181818,42.43181818181818,1.768181818181818,40.09090909090909,42.63636363636363,28.272727272727273,16.727272727272727,28.0
Andrew MacWilliam,0.32,0.4,0.4,4.62,0.16,5.0,5.0,28.0,2.0,4.0
Andrew Mangiapane,0.56125,0.54375,0.545,87.04375,11.24125,84.625,38.125,56.0,24.25,22.75
Andrew Miller,0.435,0.47,0.48,8.54,0.86,8.5,1.0,5.5,2.0,3.0
Andrew Murray,0.49000000000000005,0.552,0.554,40.204,3.3020000000000005,44.2,10.8,70.6,6.4,2.6
Andrew Peeke,0.4633333333333333,0.4633333333333334,0.47000000000000003,49.46,1.5783333333333334,45.166666666666664,39.0,89.0,9.5,27.5
Andrew Peters,0.405,0.44,0.475,11.23,0.625,12.5,3.0,19.5,0.0,5.0
Andrew Poturalski,0.25,0.3725,0.3325,1.73,0.14,2.0,0.25,0.25,0.25,0.5
Andrew Shaw,0.499,0.525,0.513,81.922,9.107,83.2,32.2,99.4,15.1,14.7
Andrey Pedan,0.31,0.46,0.42,11.87,0.3,11.0,10.0,40.0,0.0,5.0
Andrey Zubarev,0.44,0.54,0.57,1.5,0.07,2.0,2.0,13.0,2.0,0.0
Andy Andreoff,0.3725,0.435,0.4275,21.6525,2.015,20.625,9.25,39.0,3.875,4.625
Andy Greene,0.5057142857142857,0.485,0.49000000000000005,65.21,2.474285714285714,59.642857142857146,47.857142857142854,45.785714285714285,17.785714285714285,27.357142857142858
Andy Hilbert,0.41000000000000003,0.44999999999999996,0.46499999999999997,65.11,4.45,70.5,31.5,21.0,15.5,10.0
Andy McDonald,0.53,0.526,0.532,89.176,8.106,91.2,26.4,22.2,16.8,12.8
Andy Miele,0.42333333333333334,0.5299999999999999,0.47,2.9933333333333336,0.25333333333333335,3.0,1.6666666666666667,5.666666666666667,0.6666666666666666,0.6666666666666666
Andy Sutton,0.4775,0.44999999999999996,0.4625,34.91,1.4425,37.75,20.5,86.25,8.75,28.75
Andy Welinski,0.39666666666666667,0.45999999999999996,0.4466666666666666,18.166666666666668,0.55,15.666666666666666,10.333333333333334,20.333333333333332,2.6666666666666665,8.333333333333334
Andy Wozniewski,0.295,0.29,0.25,0.335,0.005,0.5,2.0,0.5,0.0,0.5
Angus Crookshank,0.525,0.5700000000000001,0.5650000000000001,10.219999999999999,0.7350000000000001,11.0,3.5,10.5,1.0,2.0
Anssi Salmela,0.48666666666666664,0.49333333333333335,0.48666666666666664,33.18666666666667,1.1666666666666667,36.333333333333336,19.333333333333332,38.333333333333336,7.666666666666667,12.666666666666666
Anthony Angello,0.43333333333333335,0.45999999999999996,0.48,6.173333333333333,0.34,7.333333333333333,1.6666666666666667,25.333333333333332,0.6666666666666666,0.3333333333333333
Anthony Beauvillier,0.4911111111111111,0.47777777777777775,0.4766666666666667,106.87444444444445,11.172222222222222,107.22222222222223,35.77777777777778,70.0,24.333333333333332,26.333333333333332
Anthony Bitetto,0.45142857142857146,0.4585714285714286,0.4614285714285714,22.725714285714282,0.8285714285714285,21.571428571428573,14.142857142857142,53.42857142857143,4.714285714285714,9.571428571428571
Anthony Cirelli,0.54625,0.52875,0.52625,85.91875,10.6025,82.875,30.875,53.0,26.875,17.25
Anthony Duclair,0.4954545454545455,0.4981818181818182,0.49272727272727274,74.56727272727272,8.195454545454545,73.9090909090909,27.636363636363637,28.545454545454547,18.636363636363637,19.09090909090909
Anthony Greco,0.665,0.56,0.5,2.665,0.36,3.5,0.5,0.5,0.0,0.5
Anthony Mantha,0.527,0.525,0.53,88.579,8.583,86.6,32.6,45.7,17.4,24.7
Anthony Peluso,0.4466666666666666,0.49833333333333335,0.49500000000000005,11.601666666666667,1.2783333333333333,11.166666666666666,3.0,46.833333333333336,2.6666666666666665,3.6666666666666665
Anthony Richard,0.42000000000000004,0.438,0.46799999999999997,8.713999999999999,0.8539999999999999,7.0,1.6,11.6,1.4,1.6
Anthony Stewart,0.4566666666666667,0.4533333333333333,0.4466666666666666,75.92333333333333,7.583333333333333,74.33333333333333,21.333333333333332,85.66666666666667,20.333333333333332,15.666666666666666
Antoine Roussel,0.495,0.492,0.496,75.59400000000001,7.884,70.6,26.5,84.4,14.3,19.2
Antoine Vermette,0.481,0.484,0.485,94.674,9.492,95.4,31.6,73.6,21.6,18.1
Anton Babchuk,0.475,0.48250000000000004,0.48500000000000004,51.905,1.5775,50.5,41.5,13.75,10.5,15.5
Anton Belov,0.48,0.46,0.47,36.02,1.35,35.0,39.0,86.0,5.0,40.0
Anton Blidh,0.43124999999999997,0.47,0.47750000000000004,10.39,0.8925,10.125,2.875,24.25,1.75,1.375
Anton Klementyev,0.7,0.67,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Anton Lander,0.435,0.4633333333333333,0.4666666666666666,25.833333333333332,2.421666666666667,28.166666666666668,10.666666666666666,33.0,8.0,9.5
Anton Levtchi,0.26,0.22,0.17,0.82,0.02,1.0,0.0,0.0,0.0,2.0
Anton Lindholm,0.55,0.49,0.4875,7.605,0.2525,6.75,10.25,32.5,2.25,3.25
